customer_id,recency_days,frequency,monetary,total_quantity,n_distinct_products,avg_order_value,tenure_days,avg_days_between_purchases,monetary_per_day,is_uk,churned,recency_ratio,frequency_trend,monetary_trend
13649,165,6,1453.68,782,97,242.28,436,72.66666666666667,3.3341284403669724,1,1,2.270642201834862,0.16666666666666666,0.11394615125432658
13650,116,6,2197.18,1108,84,366.19666666666666,591,98.5,3.7177326565143822,1,0,1.1776649746192893,0.75,0.9247500131341613
13651,290,1,132.65,29,8,132.65,290,290.0,0.4574137931034483,1,0,1.0,1.0,1.0
13652,165,4,1805.21,1170,102,451.3025,561,140.25,3.217843137254902,1,0,1.1764705882352942,0.6666666666666666,0.5464523917566376
13653,396,1,152.2,72,9,152.2,396,396.0,0.3843434343434343,1,1,1.0,1.0,1.0
13654,54,9,5314.94,4112,223,590.5488888888889,646,71.77777777777777,8.227461300309598,1,0,0.7523219814241486,1.5,6.144792548687553
13655,23,6,2280.51,1225,103,380.08500000000004,500,83.33333333333333,4.56102,1,1,0.276,0.4,0.691837097898468
13656,73,4,1078.85,862,81,269.7125,504,126.0,2.1405753968253967,1,1,0.5793650793650794,0.6666666666666666,0.5422022279348757
13657,110,1,152.34,132,9,152.34,110,110.0,1.3849090909090909,1,0,1.0,1.0,1.0
13658,113,5,4319.63,1452,119,863.926,581,116.2,7.434819277108434,1,0,0.9724612736660929,0.2,0.2755267423014587
13659,114,12,4884.68,2527,224,407.0566666666667,569,47.416666666666664,8.584674868189808,1,1,2.4042179261862917,0.18181818181818182,0.4704034092961104
13660,309,1,306.64,136,39,306.64,309,309.0,0.9923624595469255,1,1,1.0,1.0,1.0
13661,512,1,325.24,118,17,325.24,512,512.0,0.635234375,1,1,1.0,1.0,1.0
13662,121,10,1868.79,989,109,186.879,567,56.7,3.2959259259259257,1,0,2.134038800705467,0.2222222222222222,0.38160121180773643
13663,88,5,2047.51,893,87,409.502,555,111.0,3.689207207207207,1,1,0.7927927927927928,0.2,0.10191819433686204
13665,295,3,1711.66,1652,97,570.5533333333334,413,137.66666666666666,4.144455205811139,1,1,2.142857142857143,0.0,0.0
13666,196,4,106.45,49,14,26.6125,644,161.0,0.16529503105590063,1,0,1.2173913043478262,0.6666666666666666,1.4758064516129032
13667,58,1,299.05,149,82,299.05,58,58.0,5.156034482758621,1,1,1.0,1.0,1.0
13668,22,30,11539.62,5312,356,384.65400000000005,637,21.233333333333334,18.115572998430142,1,0,1.0361067503924646,1.3846153846153846,0.9835685471742541
13669,58,2,243.15,169,8,121.575,316,158.0,0.7694620253164557,1,0,0.3670886075949367,0.5,0.24566326530612248
13671,303,1,172.6,95,61,172.6,303,303.0,0.5696369636963696,1,1,1.0,1.0,1.0
13672,210,3,419.92,138,13,139.97333333333333,639,213.0,0.657151799687011,1,1,0.9859154929577465,1.0,0.7947384129962053
13674,341,1,240.68,102,14,240.68,341,341.0,0.7058064516129032,1,1,1.0,1.0,1.0
13675,60,2,486.82000000000005,330,25,243.41000000000003,193,96.5,2.5223834196891195,1,1,0.6217616580310881,0.5,0.5764607032057912
13676,448,2,243.9,104,13,121.95,528,264.0,0.46193181818181817,1,1,1.696969696969697,0.0,0.0
13677,313,2,551.24,217,98,275.62,429,214.5,1.284941724941725,1,1,1.4592074592074593,0.0,0.0
13678,60,1,232.6,924,16,232.6,60,60.0,3.8766666666666665,1,1,1.0,1.0,1.0
13679,402,3,281.26,102,44,93.75333333333333,644,214.66666666666666,0.4367391304347826,1,1,1.8726708074534162,0.0,0.0
13680,246,10,10092.14,4505,280,1009.2139999999999,644,64.4,15.671024844720495,1,0,3.8198757763975153,0.2222222222222222,0.31053359388694485
13681,64,1,203.46,96,13,203.46,64,64.0,3.1790625,1,0,1.0,1.0,1.0
13682,96,1,59.5,10,3,59.5,96,96.0,0.6197916666666666,1,1,1.0,1.0,1.0
13683,366,1,258.6,180,10,258.6,366,366.0,0.7065573770491804,1,1,1.0,1.0,1.0
13684,194,4,594.88,234,81,148.72,530,132.5,1.1224150943396227,1,1,1.4641509433962263,0.25,0.12271314178049929
13686,91,3,409.04,378,27,136.34666666666666,310,103.33333333333333,1.3194838709677421,1,1,0.8806451612903227,0.3333333333333333,0.21299254526091585
13687,347,1,11880.84,87167,45,11880.84,347,347.0,34.23873198847262,1,1,1.0,1.0,1.0
13688,544,1,375.5,130,5,375.5,544,544.0,0.6902573529411765,1,1,1.0,1.0,1.0
13689,353,1,349.5,210,3,349.5,353,353.0,0.990084985835694,1,0,1.0,1.0,1.0
13691,305,1,210.78,144,53,210.78,305,305.0,0.6910819672131148,1,1,1.0,1.0,1.0
13692,122,4,2497.66,1610,69,624.415,329,82.25,7.591671732522796,1,0,1.4832826747720365,0.6666666666666666,0.5356712638591834
13693,283,9,2011.8200000000002,880,78,223.53555555555556,641,71.22222222222223,3.1385647425897036,1,1,3.973478939157566,0.25,0.4636881258317153
13694,16,132,176512.71,173719,845,1337.2175,644,4.878787878787879,274.08805900621115,1,0,3.279503105590062,0.44565217391304346,0.4163888740663292
13695,7,13,2033.67,1362,36,156.43615384615384,486,37.38461538461539,4.184506172839506,1,0,0.18724279835390945,6.0,6.603400597907323
13696,330,3,2020.4,552,24,673.4666666666667,575,191.66666666666666,3.5137391304347827,1,1,1.7217391304347827,0.0,0.0
13698,505,2,451.73,227,31,225.865,590,295.0,0.7656440677966102,1,1,1.7118644067796611,0.0,0.0
13699,64,2,764.15,219,33,382.075,459,229.5,1.6648148148148147,1,1,0.2788671023965142,0.5,0.675865694198042
13700,1,11,1983.11,2500,162,180.28272727272727,579,52.63636363636363,3.425060449050086,1,0,0.018998272884283247,2.0,4.679595809240282
13701,355,1,161.0,80,9,161.0,355,355.0,0.4535211267605634,1,1,1.0,1.0,1.0
13702,354,1,135.18,74,5,135.18,354,354.0,0.38186440677966105,1,1,1.0,1.0,1.0
13703,227,2,425.56,128,36,212.78,324,162.0,1.3134567901234568,1,1,1.4012345679012346,0.0,0.0
13705,53,6,1528.01,780,51,254.66833333333332,533,88.83333333333333,2.8668105065666043,1,0,0.5966228893058162,0.16666666666666666,0.15443158395433645
13706,211,2,631.1700000000001,301,38,315.58500000000004,535,267.5,1.1797570093457945,1,1,0.788785046728972,0.5,1.097584444886854
13707,176,5,3365.86,2210,142,673.172,445,89.0,7.563730337078652,1,1,1.9775280898876404,0.2,0.07093191172634913
13708,180,1,283.33,300,48,283.33,180,180.0,1.5740555555555555,1,1,1.0,1.0,1.0
13709,10,10,4182.51,2504,184,418.25100000000003,606,60.6,6.901831683168317,1,0,0.16501650165016502,0.8333333333333334,2.307907013520993
13710,332,2,329.04,160,7,164.52,521,260.5,0.6315547024952016,1,0,1.2744721689059502,0.0,0.0
13711,127,9,1792.26,819,80,199.14,633,70.33333333333333,2.8313744075829383,1,1,1.8056872037914693,0.42857142857142855,0.31748853885035855
13712,155,2,766.42,1128,32,383.21,519,259.5,1.4767244701348747,1,1,0.5973025048169557,0.5,0.4248950945077797
13713,317,3,740.76,284,70,246.92,492,164.0,1.505609756097561,1,1,1.9329268292682926,0.0,0.0
13714,374,1,161.35,50,30,161.35,374,374.0,0.4314171122994652,1,1,1.0,1.0,1.0
13715,190,17,8153.04,4800,277,479.5905882352941,547,32.1764705882353,14.905009140767824,1,1,5.904936014625228,0.2857142857142857,0.10949886383737227
13716,178,1,138.28,138,21,138.28,178,178.0,0.7768539325842697,1,1,1.0,1.0,1.0
13717,37,6,1274.28,1752,82,212.38,394,65.66666666666667,3.234213197969543,1,0,0.5634517766497461,0.75,1.065766028444617
13718,155,2,306.55,173,9,153.275,204,102.0,1.5026960784313725,1,1,1.5196078431372548,0.0,0.0
13719,114,8,2079.16,1163,158,259.895,480,60.0,4.331583333333333,1,0,1.9,0.2857142857142857,0.19451941518990248
13720,25,4,799.9,501,42,199.975,163,40.75,4.9073619631901835,1,1,0.6134969325153374,0.25,0.4468431036040105
13721,304,1,217.39999999999998,196,14,217.39999999999998,304,304.0,0.7151315789473683,1,0,1.0,1.0,1.0
13722,40,10,5635.41,3059,137,563.5409999999999,555,55.5,10.153891891891892,1,1,0.7207207207207207,0.375,0.7284299294694878
13723,126,6,1194.08,593,51,199.01333333333332,520,86.66666666666667,2.296307692307692,1,1,1.4538461538461538,0.16666666666666666,0.20080785346100904
13724,546,1,213.01,130,39,213.01,546,546.0,0.3901282051282051,1,1,1.0,1.0,1.0
13725,78,7,1865.7,724,86,266.5285714285714,217,31.0,8.597695852534562,1,0,2.5161290322580645,0.14285714285714285,0.0651032751340865
13726,9,1,292.68,384,23,292.68,9,9.0,32.52,1,0,1.0,1.0,1.0
13727,520,6,740.6700000000001,206,55,123.44500000000001,639,106.5,1.1591079812206575,1,0,4.882629107981221,0.0,0.0
13728,16,15,2636.05,1165,68,175.73666666666668,639,42.6,4.1252738654147105,1,0,0.3755868544600939,0.6,0.6113175035745274
13729,344,3,724.73,419,36,241.57666666666668,593,197.66666666666666,1.222141652613828,1,1,1.7403035413153458,0.0,0.0
13730,44,2,752.6,488,38,376.3,70,35.0,10.751428571428571,1,1,1.2571428571428571,0.0,0.0
13731,128,2,610.59,278,36,305.295,155,77.5,3.9392903225806455,1,1,1.6516129032258065,0.0,0.0
13733,319,2,487.03000000000003,335,28,243.51500000000001,644,322.0,0.7562577639751553,1,1,0.9906832298136646,0.5,2.2513657561625586
13734,417,4,6695.6900000000005,302,24,1673.9225000000001,511,127.75,13.10311154598826,1,1,3.264187866927593,0.0,0.0
13735,84,11,8288.92,3726,318,753.5381818181818,635,57.72727272727273,13.053417322834646,1,0,1.4551181102362205,0.7142857142857143,1.259338598814994
13736,169,6,2380.2,1281,255,396.7,642,107.0,3.7074766355140185,1,0,1.5794392523364487,0.16666666666666666,0.17667406247065973
13737,109,1,339.6,125,29,339.6,109,109.0,3.1155963302752294,1,1,1.0,1.0,1.0
13738,305,1,434.78000000000003,237,88,434.78000000000003,305,305.0,1.4255081967213117,1,1,1.0,1.0,1.0
13739,436,1,75.3,22,3,75.3,436,436.0,0.17270642201834863,1,0,1.0,1.0,1.0
13740,149,5,1582.77,987,83,316.554,646,129.2,2.450108359133127,1,1,1.153250773993808,0.2,0.284464161165269
13741,92,2,363.13,143,20,181.565,126,63.0,2.881984126984127,1,0,1.4603174603174602,0.0,0.0
13742,71,10,2632.57,964,163,263.257,229,22.9,11.495938864628823,1,0,3.1004366812227078,0.8333333333333334,0.6183380138017489
13743,16,5,912.12,1212,8,182.424,168,33.6,5.429285714285714,1,0,0.47619047619047616,1.0,1.5782697086062796
13744,4,2,1080.52,1153,54,540.26,201,100.5,5.3757213930348255,1,1,0.03980099502487562,0.5,0.3216345683840062
13745,71,2,777.36,1146,46,388.68,455,227.5,1.7084835164835166,1,1,0.3120879120879121,0.5,0.6272788091654123
13746,322,1,176.69,83,9,176.69,322,322.0,0.5487267080745342,1,1,1.0,1.0,1.0
13747,282,2,169.8,60,4,84.9,333,166.5,0.5099099099099099,1,1,1.6936936936936937,0.0,0.0
13748,4,9,2064.35,1028,40,229.3722222222222,647,71.88888888888889,3.19064914992272,1,1,0.05564142194744977,2.3333333333333335,2.552984689489076
13750,49,10,3271.55,1285,47,327.15500000000003,526,52.6,6.21967680608365,1,0,0.9315589353612167,0.5714285714285714,0.6731512536300054
13751,197,1,296.25,152,9,296.25,197,197.0,1.5038071065989849,1,1,1.0,1.0,1.0
13752,33,7,1579.8300000000002,1005,75,225.69000000000003,436,62.285714285714285,3.623463302752294,1,1,0.5298165137614679,3.0,2.89895178197065
13753,196,4,2094.57,1450,64,523.6425,645,161.25,3.2473953488372094,1,1,1.2155038759689922,0.25,0.5473340667941609
13754,60,3,447.05,315,16,149.01666666666668,346,115.33333333333333,1.2920520231213872,1,1,0.5202312138728324,0.3333333333333333,0.3938404106392907
13756,2,17,6438.76,3793,134,378.7505882352941,633,37.23529411764706,10.171816745655608,1,0,0.053712480252764615,1.25,2.0389557683323347
13757,583,1,195.55,54,8,195.55,583,583.0,0.33542024013722127,1,1,1.0,1.0,1.0
13758,110,12,7756.26,4315,198,646.355,647,53.916666666666664,11.9880370942813,1,0,2.0401854714064918,1.1666666666666667,0.7779932293206628
13760,165,4,1211.94,522,80,302.985,502,125.5,2.4142231075697214,1,0,1.3147410358565736,0.25,0.12533283852113003
13761,88,5,1373.23,661,82,274.646,565,113.0,2.430495575221239,1,0,0.7787610619469026,0.2,0.5571658432670081
13762,127,5,2472.48,2608,23,494.496,607,121.4,4.0732784184514,1,1,1.046128500823723,0.2,0.1415569790839779
13763,326,2,3502.48,2496,35,1751.24,344,172.0,10.181627906976745,1,0,1.8953488372093024,0.0,0.0
13764,53,5,2335.54,1741,239,467.108,551,110.2,4.2387295825771325,1,0,0.4809437386569873,0.5,0.6770428853400323
13765,562,1,352.82,296,16,352.82,562,562.0,0.6277935943060499,1,1,1.0,1.0,1.0
13766,404,1,190.35,137,16,190.35,404,404.0,0.47116336633663364,1,1,1.0,1.0,1.0
13767,17,64,26359.58,11206,113,411.8684375,647,10.109375,40.74123647604328,1,0,1.6816074188562598,1.6,1.1594235547294514
13768,635,2,875.97,373,30,437.985,639,319.5,1.3708450704225352,1,1,1.9874804381846636,0.0,0.0
13769,1,18,4858.2300000000005,2145,111,269.9016666666667,632,35.111111111111114,7.687072784810128,1,0,0.028481012658227847,0.7272727272727273,0.8113814531370568
13770,331,4,785.37,468,48,196.3425,639,159.75,1.2290610328638498,1,1,2.071987480438185,0.0,0.0
13771,108,7,4559.22,2488,135,651.3171428571429,561,80.14285714285714,8.126951871657754,1,0,1.3475935828877006,0.3333333333333333,0.47323906350452455
13772,5,7,2660.36,1214,356,380.0514285714286,563,80.42857142857143,4.725328596802842,1,0,0.06216696269982238,0.3333333333333333,0.34521504860012436
13773,305,2,301.54,174,19,150.77,568,284.0,0.5308802816901409,1,1,1.073943661971831,0.0,0.0
13775,499,1,1049.66,455,63,1049.66,499,499.0,2.1035270541082167,1,1,1.0,1.0,1.0
13777,38,52,36021.340000000004,16252,44,692.718076923077,646,12.423076923076923,55.76058823529412,1,0,3.0588235294117645,1.12,1.113949871774558
13778,12,4,1124.49,511,33,281.1225,474,118.5,2.372341772151899,1,1,0.10126582278481013,0.25,0.1887430158746924
13779,424,1,161.13,53,27,161.13,424,424.0,0.38002358490566035,1,1,1.0,1.0,1.0
13780,79,2,488.34000000000003,334,43,244.17000000000002,316,158.0,1.545379746835443,1,0,0.5,0.5,0.3116924891438375
13781,159,3,778.83,300,56,259.61,630,210.0,1.2362380952380954,1,1,0.7571428571428571,0.3333333333333333,0.19607662694213102
13782,33,10,1362.01,458,151,136.201,642,64.2,2.1215109034267914,1,0,0.514018691588785,0.375,0.5520143016556216
13783,396,4,1542.09,3437,4,385.5225,582,145.5,2.649639175257732,1,1,2.7216494845360826,0.0,0.0
13784,3,12,2571.59,2599,13,214.29916666666668,359,29.916666666666668,7.1632033426183845,1,0,0.10027855153203342,0.625,1.9406741881279792
13785,337,4,542.49,151,26,135.6225,369,92.25,1.4701626016260163,1,1,3.6531165311653115,0.0,0.0
13786,276,6,3127.9900000000002,1515,80,521.3316666666667,645,107.5,4.849596899224807,1,1,2.567441860465116,0.4,0.38838527037880094
13787,273,5,1019.86,717,56,203.972,603,120.6,1.6913101160862356,1,0,2.2636815920398012,0.2,0.11635282024364106
13788,414,1,3.75,1,1,3.75,414,414.0,0.009057971014492754,1,1,1.0,1.0,1.0
13789,297,1,239.46,258,18,239.46,297,297.0,0.8062626262626262,1,1,1.0,1.0,1.0
13791,36,2,1516.0,1200,7,758.0,77,38.5,19.68831168831169,1,1,0.935064935064935,0.5,0.6172707889125799
13792,196,2,263.0,92,14,131.5,331,165.5,0.7945619335347432,1,0,1.1842900302114803,0.0,0.0
13793,555,1,96.0,52,7,96.0,555,555.0,0.17297297297297298,1,1,1.0,1.0,1.0
13794,455,1,126.03,63,9,126.03,455,455.0,0.27698901098901096,1,1,1.0,1.0,1.0
13795,297,4,836.3,1250,23,209.075,546,136.5,1.5316849816849816,1,1,2.1758241758241756,0.0,0.0
13796,408,1,289.7,218,22,289.7,408,408.0,0.7100490196078431,1,1,1.0,1.0,1.0
13797,345,3,1179.45,573,71,393.15000000000003,556,185.33333333333334,2.121312949640288,1,1,1.8615107913669064,0.0,0.0
13798,2,95,67436.16,42543,154,709.8543157894737,640,6.7368421052631575,105.369,1,0,0.296875,1.0425531914893618,1.0094577215413167
13799,25,9,2803.57,1539,64,311.5077777777778,553,61.44444444444444,5.069746835443039,1,1,0.406871609403255,0.25,0.3255928269942478
13800,218,3,1679.56,891,73,559.8533333333334,645,215.0,2.603968992248062,1,1,1.013953488372093,0.3333333333333333,0.4975049900199601
13802,47,19,26259.11,14129,212,1382.0584210526315,570,30.0,46.06861403508772,1,1,1.5666666666666667,0.25,0.3560765245339862
13803,164,3,1338.91,831,73,446.30333333333334,527,175.66666666666666,2.5406261859582546,1,1,0.9335863377609108,0.3333333333333333,0.26068834443566297
13804,5,6,2098.7400000000002,1258,107,349.79,345,57.5,6.083304347826088,1,0,0.08695652173913043,0.75,0.6184713572177345
13805,38,1,500.24,728,6,500.24,38,38.0,13.16421052631579,1,0,1.0,1.0,1.0
13807,276,3,422.2,116,24,140.73333333333332,644,214.66666666666666,0.6555900621118013,1,1,1.2857142857142858,0.3333333333333333,0.3625241468126207
13808,2,2,723.1,324,33,361.55,5,2.5,144.62,1,0,0.8,0.5,0.2604881105734081
13809,214,3,679.6999999999999,281,23,226.56666666666663,369,123.0,1.8420054200542004,0,1,1.7398373983739837,0.0,0.0
13811,92,2,519.75,63,5,259.875,148,74.0,3.511824324324324,0,1,1.2432432432432432,0.0,0.0
13812,14,1,260.74,190,19,260.74,14,14.0,18.624285714285715,0,0,1.0,1.0,1.0
13813,43,5,1549.75,904,54,309.95,642,128.4,2.4139408099688473,0,0,0.3348909657320872,0.2,0.2715130246554226
13814,1,3,2257.32,1214,56,752.44,436,145.33333333333334,5.177339449541285,0,1,0.006880733944954128,1.0,2.324970553592461
13815,81,6,5760.13,4749,187,960.0216666666666,574,95.66666666666667,10.03506968641115,0,0,0.8466898954703832,0.4,0.8757464071524852
13817,260,1,110.7,62,8,110.7,260,260.0,0.4257692307692308,0,0,1.0,1.0,1.0
13818,338,1,61.28,60,5,61.28,338,338.0,0.181301775147929,1,1,1.0,1.0,1.0
13819,210,6,2642.35,2309,47,440.39166666666665,647,107.83333333333333,4.084003091190108,1,1,1.947449768160742,0.75,0.7587159015302727
13820,327,3,652.75,285,68,217.58333333333334,589,196.33333333333334,1.1082342954159592,1,1,1.6655348047538199,0.0,0.0
13821,53,6,1379.08,477,158,229.84666666666666,613,102.16666666666667,2.2497226753670474,1,1,0.5187601957585645,0.75,1.086131055853677
13823,0,6,3096.21,1450,101,516.035,633,105.5,4.891327014218009,1,0,0.0,0.4,0.6040074161539577
13824,44,11,3045.66,1334,52,276.8781818181818,546,49.63636363636363,5.578131868131868,1,0,0.8864468864468865,0.5,0.88435323660024
13825,530,2,255.59,182,38,127.795,639,319.5,0.39998435054773085,1,1,1.6588419405320813,0.0,0.0
13826,85,1,189.5,82,10,189.5,85,85.0,2.2294117647058824,1,1,1.0,1.0,1.0
13827,42,2,300.76,95,59,150.38,52,26.0,5.783846153846154,1,0,1.6153846153846154,0.0,0.0
13829,330,1,102.0,12,1,102.0,330,330.0,0.3090909090909091,1,1,1.0,1.0,1.0
13830,490,1,156.85000000000002,47,11,156.85000000000002,490,490.0,0.3201020408163266,1,1,1.0,1.0,1.0
13831,47,16,5837.94,2165,121,364.87125,638,39.875,9.150376175548589,1,0,1.1786833855799372,0.3076923076923077,0.330633601407446
13832,331,1,557.69,392,51,557.69,331,331.0,1.6848640483383688,1,0,1.0,1.0,1.0
13833,68,2,700.41,243,43,350.205,313,156.5,2.237731629392971,1,1,0.43450479233226835,0.5,1.2087479531427132
13834,485,2,324.19,221,15,162.095,578,289.0,0.5608823529411765,1,1,1.6782006920415224,0.0,0.0
13835,64,5,798.04,369,41,159.608,554,110.8,1.4405054151624548,1,0,0.5776173285198556,0.5,2.053267099732518
13836,308,2,620.37,273,29,310.185,323,161.5,1.9206501547987616,1,1,1.9071207430340558,0.0,0.0
13837,120,2,266.59000000000003,182,17,133.29500000000002,226,113.0,1.1796017699115047,1,1,1.0619469026548674,0.0,0.0
13838,26,9,1482.79,604,291,164.75444444444443,488,54.22222222222222,3.0385040983606557,1,0,0.4795081967213115,0.25,0.18997361477572558
13839,395,1,139.95000000000002,25,7,139.95000000000002,395,395.0,0.3543037974683545,1,1,1.0,1.0,1.0
13840,325,1,651.4,358,40,651.4,325,325.0,2.0043076923076923,1,1,1.0,1.0,1.0
13841,161,1,85.0,100,1,85.0,161,161.0,0.5279503105590062,1,1,1.0,1.0,1.0
13842,64,16,4098.99,1841,166,256.186875,570,35.625,7.191210526315789,1,0,1.7964912280701755,0.7,1.1191645302679458
13843,290,1,319.75,145,18,319.75,290,290.0,1.1025862068965517,1,1,1.0,1.0,1.0
13846,151,3,1106.66,662,69,368.8866666666667,308,102.66666666666667,3.5930519480519485,1,0,1.4707792207792207,0.3333333333333333,0.29531182393320315
13847,628,1,310.72,96,19,310.72,628,628.0,0.4947770700636943,1,1,1.0,1.0,1.0
13848,1,8,3015.0,9200,3,376.875,639,79.875,4.71830985915493,1,1,0.012519561815336464,0.8,1.0929909784871616
13849,79,4,2524.93,1199,139,631.2325,533,133.25,4.737204502814259,1,0,0.5928705440900562,0.25,0.30718037622583905
13850,38,1,1595.48,944,93,1595.48,38,38.0,41.986315789473686,1,1,1.0,1.0,1.0
13851,4,8,4606.46,2525,111,575.8075,588,73.5,7.834115646258503,1,1,0.05442176870748299,0.8,2.7762970248340304
13852,519,1,187.35000000000002,85,11,187.35000000000002,519,519.0,0.36098265895953763,1,1,1.0,1.0,1.0
13854,1,34,10304.2,3158,57,303.06470588235294,609,17.91176470588235,16.919868637110017,1,0,0.05582922824302135,1.6923076923076923,2.0580952635311784
13855,409,4,1310.3400000000001,575,64,327.58500000000004,640,160.0,2.0474062500000003,1,1,2.55625,0.0,0.0
13856,77,11,1142.03,1105,33,103.82090909090908,528,48.0,2.162935606060606,1,1,1.6041666666666667,0.3333333333333333,0.5148900640133593
13857,302,6,1000.91,781,98,166.81833333333333,480,80.0,2.0852291666666667,1,1,3.775,0.0,0.0
13859,235,2,515.86,167,34,257.93,438,219.0,1.1777625570776256,1,1,1.0730593607305936,0.0,0.0
13861,338,2,273.26,225,21,136.63,439,219.5,0.6224601366742597,1,1,1.539863325740319,0.0,0.0
13862,17,7,2128.03,1516,97,304.00428571428574,298,42.57142857142857,7.1410402684563765,1,0,0.3993288590604027,1.0,1.0739055894328744
13863,156,4,1239.55,553,59,309.8875,502,125.5,2.469223107569721,1,1,1.2430278884462151,0.25,0.3271179006600554
13864,295,1,662.4000000000001,192,1,662.4000000000001,295,295.0,2.2454237288135594,1,1,1.0,1.0,1.0
13865,45,3,383.34000000000003,154,23,127.78000000000002,198,66.0,1.9360606060606063,1,0,0.6818181818181818,1.0,2.0920353982300885
13867,127,1,138.85,31,8,138.85,127,127.0,1.0933070866141732,1,0,1.0,1.0,1.0
13869,32,10,7996.87,4302,502,799.687,600,60.0,13.328116666666666,1,1,0.5333333333333333,0.8333333333333334,1.074776707542006
13870,10,12,5120.61,3182,152,426.7175,578,48.166666666666664,8.859186851211073,1,0,0.20761245674740486,0.625,0.7407771214150246
13871,1,13,6095.24,2646,148,468.8646153846154,628,48.30769230769231,9.705796178343949,1,0,0.020700636942675158,1.8,3.1090860070099757
13872,436,3,919.57,339,51,306.52333333333337,634,211.33333333333334,1.4504258675078865,1,1,2.0630914826498423,0.0,0.0
13873,28,8,1038.92,472,55,129.865,555,69.375,1.871927927927928,1,1,0.4036036036036036,0.5,0.5990896789272974
13874,267,7,2049.15,864,46,292.7357142857143,582,83.14285714285714,3.520876288659794,1,1,3.211340206185567,0.14285714285714285,0.35798503013843813
13875,42,13,4452.38,2761,147,342.4907692307692,631,48.53846153846154,7.056069730586371,1,0,0.8652931854199682,0.5555555555555556,0.6329016455956117
13877,379,2,332.44,370,20,166.22,598,299.0,0.5559197324414715,1,0,1.2675585284280937,0.0,0.0
13878,456,3,1145.33,464,59,381.77666666666664,513,171.0,2.2326120857699805,1,0,2.6666666666666665,0.0,0.0
13879,554,1,395.5,204,25,395.5,554,554.0,0.7138989169675091,1,1,1.0,1.0,1.0
13880,54,12,2754.85,1545,101,229.57083333333333,471,39.25,5.848938428874734,1,0,1.375796178343949,1.1666666666666667,1.3496235793637936
13881,4,34,37418.26,25570,177,1100.5370588235294,554,16.294117647058822,67.5419855595668,1,0,0.24548736462093865,0.4583333333333333,0.33542060870974116
13883,127,13,5603.67,3050,189,431.0515384615385,558,42.92307692307692,10.04241935483871,1,0,2.958781362007169,0.4,0.45127644754252455
13884,186,8,1233.68,517,87,154.21,379,47.375,3.2550923482849607,1,0,3.926121372031662,0.2857142857142857,0.04938040762209115
13885,98,2,506.8,182,28,253.4,109,54.5,4.64954128440367,1,1,1.798165137614679,0.0,0.0
13887,113,1,349.55,147,19,349.55,113,113.0,3.093362831858407,1,1,1.0,1.0,1.0
13888,28,7,2001.5900000000001,795,124,285.9414285714286,484,69.14285714285714,4.13551652892562,1,1,0.40495867768595045,0.3333333333333333,0.42338583572626726
13889,1,6,1991.23,979,57,331.87166666666667,595,99.16666666666667,3.3466050420168068,1,1,0.010084033613445377,0.4,0.383176077704415
13890,16,6,1544.68,832,59,257.44666666666666,642,107.0,2.406043613707165,1,0,0.14953271028037382,0.75,1.11363480971981
13891,287,3,859.21,476,97,286.40333333333336,491,163.66666666666666,1.7499185336048881,1,1,1.753564154786151,0.0,0.0
13892,155,3,689.2,2282,11,229.73333333333335,484,161.33333333333334,1.4239669421487604,1,0,0.9607438016528925,0.3333333333333333,0.08576642335766424
13893,206,1,821.1,190,21,821.1,206,206.0,3.9859223300970874,1,1,1.0,1.0,1.0
13894,219,1,160.85,105,10,160.85,219,219.0,0.7344748858447488,1,0,1.0,1.0,1.0
13895,52,4,2352.75,1131,100,588.1875,645,161.25,3.6476744186046512,1,0,0.32248062015503876,0.6666666666666666,0.6617247343711391
13896,534,1,388.55,149,21,388.55,534,534.0,0.727621722846442,1,1,1.0,1.0,1.0
13897,347,2,849.5600000000001,620,42,424.78000000000003,586,293.0,1.4497610921501707,1,0,1.1843003412969284,0.0,0.0
13898,234,2,686.4,544,43,343.2,320,160.0,2.145,1,1,1.4625,0.0,0.0
13899,183,1,298.5,122,15,298.5,183,183.0,1.6311475409836065,1,0,1.0,1.0,1.0
13900,92,6,1610.5900000000001,938,80,268.4316666666667,533,88.83333333333333,3.0217448405253284,1,1,1.0356472795497187,0.75,0.8510406138013417
13901,16,14,5461.42,3152,265,390.1014285714286,612,43.714285714285715,8.92388888888889,1,0,0.3660130718954248,0.5,1.1699691730757007
13902,541,5,34023.26,220596,57,6804.652,633,126.6,53.74922590837283,0,1,4.273301737756714,0.0,0.0
13903,309,1,165.45000000000002,103,10,165.45000000000002,309,309.0,0.5354368932038835,1,1,1.0,1.0,1.0
13904,203,1,201.12,223,17,201.12,203,203.0,0.9907389162561576,1,0,1.0,1.0,1.0
13905,641,1,312.65,135,12,312.65,641,641.0,0.4877535101404056,1,1,1.0,1.0,1.0
13906,318,1,42.0,100,1,42.0,318,318.0,0.1320754716981132,1,1,1.0,1.0,1.0
13907,600,1,136.8,68,4,136.8,600,600.0,0.228,1,1,1.0,1.0,1.0
13908,35,3,1411.61,918,64,470.53666666666663,185,61.666666666666664,7.630324324324324,1,0,0.5675675675675675,0.3333333333333333,0.806152587231975
13909,332,2,282.85,301,35,141.425,430,215.0,0.6577906976744187,1,1,1.544186046511628,0.0,0.0
