date,revenue,quantity,n_invoices,n_customers,revenue_roll7_mean,revenue_roll7_std,quantity_roll7_mean,quantity_roll7_std,revenue_roll14_mean,revenue_roll14_std,quantity_roll14_mean,quantity_roll14_std,revenue_roll30_mean,revenue_roll30_std,quantity_roll30_mean,quantity_roll30_std
2010-04-14,26846.03,16278,45,39,23240.922857142858,14249.68227330199,12991.142857142857,8051.241114026482,17615.077857142856,15501.368090079197,10332.857142857143,9171.531688681207,22728.08133333333,15274.921455825084,15912.466666666667,16300.105958473745
2010-04-15,19229.71,10753,63,56,19214.389999999996,9456.148360438992,10702.857142857143,5282.139100420432,16839.75,15095.875735133235,9873.5,8960.619619286299,22585.156333333336,15287.335524369553,15843.0,16318.09552571031
2010-04-16,19348.25,14845,42,37,19653.402857142853,9367.872138087543,11527.57142857143,5433.57674885652,18221.76785714286,14300.314143727033,10933.857142857143,8572.289702713784,22213.796000000006,15223.897740664988,13711.333333333334,11178.564189256747
2010-04-17,0.0,0,0,0,19653.402857142853,9367.872138087543,11527.57142857143,5433.57674885652,18221.76785714286,14300.314143727033,10933.857142857143,8572.289702713784,20879.11,15361.687355142934,12924.1,11287.977984991609
2010-04-18,23854.46,12958,54,43,20262.747142857144,9500.770205540717,11724.57142857143,5460.683042048329,19925.657857142854,13351.853288265704,11859.42857142857,7980.015073383544,20894.108666666667,15364.4575043518,12911.3,11287.70548184296
2010-04-19,43432.2,19337,74,44,22645.89714285714,12887.779285056196,12658.142857142857,6186.028381995758,23027.957857142854,13411.595985512029,13240.642857142857,7423.496041490286,22341.848666666665,15374.018980123956,13555.866666666667,11075.104924336269
2010-04-20,24301.19,13447,66,52,22430.262857142854,12838.53640913131,12516.857142857143,6149.8437765678555,23380.434285714287,13372.75481507065,13271.285714285714,7423.391733915489,22470.919,15373.660736058146,13596.666666666666,11072.279618670358
2010-04-21,27219.6,13250,64,50,22483.629999999997,12860.70836058418,12084.285714285714,5944.254192475437,22862.276428571433,13046.410677053957,12537.714285714286,6815.244297540979,22551.596666666668,15392.639726425741,13612.9,11071.372177205809
2010-04-22,37113.91,21557,77,67,25038.515714285713,13845.287571568475,13627.714285714286,6871.314035279459,22126.45285714286,11784.55938832244,12165.285714285714,6080.46976207205,22712.58166666667,15522.646611663886,12516.8,8125.941322235462
2010-04-23,16233.29,10201,56,43,24593.52142857143,14106.255493082286,12964.285714285714,6957.841660416575,22123.46214285714,11786.163774786719,12245.92857142857,6043.664317210286,22314.230666666663,15530.737535069162,12379.866666666667,8129.3108998086145
2010-04-24,0.0,0,0,0,24593.52142857143,14106.255493082286,12964.285714285714,6957.841660416575,22123.46214285714,11786.163774786719,12245.92857142857,6043.664317210286,21250.055999999997,15937.907318735539,11813.1,8384.583921780457
2010-04-25,16489.08,8350,46,44,23541.324285714283,14441.28682804139,12306.0,7173.1859030698415,21902.035714285714,11866.287530308251,12015.285714285714,6132.04156527349,20729.220666666668,15825.547099871817,11395.033333333333,8227.49683927195
2010-04-26,34772.31,19485,98,66,22304.197142857138,12721.8926131213,12327.142857142857,7197.5403999924665,22475.04714285714,12304.024030547207,12492.642857142857,6449.8817712139,21888.297666666665,15525.501017087905,12044.533333333333,8064.406024831175
2010-04-27,45873.270000000004,23371,79,63,25385.922857142858,15578.367967505144,13744.857142857143,8341.371098897574,23908.092857142856,13799.824790086399,13130.857142857143,7069.28483878448,22672.471666666668,16131.799750878441,12340.766666666666,8316.39410289776
2010-04-28,32011.87,19355,73,62,26070.532857142854,15776.423648897438,14617.0,8596.27068365501,24277.08142857143,13952.641681184816,13350.642857142857,7220.864060880405,21773.433666666668,14728.971006360092,12148.433333333332,8073.718536872814
2010-04-29,32314.02,17004,84,71,25384.834285714285,15313.97474076413,13966.57142857143,8143.995597107983,25211.675,14026.564467072809,13797.142857142857,7241.119812008919,21592.304333333333,14558.172454025822,12073.6,8015.832349062441
2010-04-30,27647.31,17497,48,36,27015.40857142857,14775.337335124172,15008.857142857143,8048.062570759317,25804.465,13934.770029516216,13986.57142857143,7305.0466403427135,21548.38533333333,14537.13618590551,12202.333333333334,8072.583675342258
2010-05-01,0.0,0,0,0,27015.40857142857,14775.337335124172,15008.857142857143,8048.062570759317,25804.465,13934.770029516216,13986.57142857143,7305.0466403427135,20545.575333333334,14959.512900669408,11629.533333333333,8312.990559995527
2010-05-02,12291.17,6293,40,39,26415.70714285714,15347.886259954184,14715.0,8363.105384166016,24978.515714285717,14394.356629816733,13510.5,7588.900039379375,20955.281000000003,14539.8412695456,11839.3,8085.706908937611
2010-05-03,0.0,0,0,0,21448.234285714283,17647.3413593992,11931.42857142857,9653.925157798816,21876.215714285714,14786.20876600515,12129.285714285714,8183.309547051068,20955.281,14539.8412695456,11839.3,8085.706908937611
2010-05-04,21555.07,11181,51,43,17974.205714285716,14068.397592659996,10190.0,8242.78431922935,21680.06428571429,14769.770543129218,11967.42857142857,8177.64929280071,21673.783333333333,13990.82349148807,12212.0,7772.804504300168
2010-05-05,27256.61,15596,81,57,17294.882857142857,13375.3225435647,9653.0,7647.112614139617,21682.707857142854,14770.841580606942,12135.0,8229.822607677894,22582.337,13407.669053223983,12731.866666666667,7442.396901320275
2010-05-06,52950.13,31065,82,67,20242.89857142857,18521.528512368535,11661.714285714286,11008.042510126941,22813.86642857143,16543.4795542067,12814.142857142857,9379.204770761118,23701.79066666667,14488.364143567287,13333.433333333332,8160.997043056786
2010-05-07,35465.18,23161,66,48,21359.73714285714,19263.27834305271,12470.857142857143,11695.170134555137,24187.57285714286,16752.17570923408,13739.857142857143,9734.296812793433,23734.836333333333,14514.886934298833,13321.466666666667,8145.794217256232
2010-05-08,0.0,0,0,0,21359.73714285714,19263.27834305271,12470.857142857143,11695.170134555137,24187.57285714286,16752.17570923408,13739.857142857143,9734.296812793433,22154.321666666667,14428.667592265645,12429.1,8087.76623758335
2010-05-09,22817.82,11764,62,52,22863.544285714284,18843.656754396026,13252.42857142857,11392.393498253454,24639.625714285714,16613.267609234998,13983.714285714286,9631.102943696938,22372.410333333337,14386.123359699777,12518.833333333334,8064.134291281124
2010-05-10,31618.9,15702,76,65,27380.53,16029.103094280312,15495.57142857143,9779.838834001692,24414.382142857146,16486.21167922649,13713.5,9517.279877634717,23426.373666666666,13838.356838981867,13042.233333333334,7726.065442354229
2010-05-11,28268.76,18143,65,59,28339.62857142857,15821.961287377775,16490.14285714286,9620.643003953726,23156.91714285714,15356.212942981443,13340.07142857143,9206.698610370482,23715.69733333333,13846.094789958022,13261.033333333333,7775.9822419059565
2010-05-12,30995.72,21653,64,50,28873.78714285714,15842.408111724173,17355.428571428572,9797.577912544553,23084.335,15313.481926165447,13504.214285714286,9341.681228843052,23857.216333333337,13899.771624597102,13556.066666666668,7924.458314712066
2010-05-13,40358.14,26747,66,58,27074.93142857143,13136.845579498182,16738.571428571428,8883.88872917603,23658.915,15828.675868251425,14200.142857142857,9964.60485037795,24342.133333333335,14220.330525350279,13966.433333333332,8282.279719827824
2010-05-14,18727.68,14345,48,36,24683.859999999997,12875.817436595364,15479.142857142857,8435.237072909711,23021.79857142857,15835.300579565814,13975.0,9919.893043778242,24071.521666666667,14248.256850124906,13902.0,8271.188018741885
2010-05-15,0.0,0,0,0,24683.859999999997,12875.817436595364,15479.142857142857,8435.237072909711,23021.79857142857,15835.300579565814,13975.0,9919.893043778242,23430.531333333332,14891.60933807489,13543.566666666668,8637.247237414816
2010-05-16,18356.69,11001,44,38,24046.555714285718,13092.160030735764,15370.142857142857,8495.956458389901,23455.05,15600.361512151901,14311.285714285714,9717.169312641896,23397.479333333333,14902.079123174886,13415.433333333332,8645.783360066074
2010-05-17,25085.21,13804,48,41,23113.171428571426,12689.023385013288,15099.0,8513.868118154829,25246.850714285712,14064.130548080562,15297.285714285714,8811.433258326024,24233.653,14232.693916172579,13875.566666666668,8266.181579737733
2010-05-18,28423.93,22437,63,50,23135.338571428572,12699.662135946011,15712.42857142857,8914.986892066314,25737.483571428573,14045.23320312766,16101.285714285714,8919.811643652665,24385.968666666664,14252.932353304486,14191.533333333333,8409.81393755937
2010-05-19,17546.1,9643,61,56,21213.964285714283,12324.100695981635,13996.714285714286,8735.023310678407,25043.875714285714,14203.323603916788,15676.07142857143,9086.09401113156,23523.09866666667,13837.63592978838,13868.4,8391.508469054112
2010-05-20,25535.09,15585,67,57,19096.385714285712,9417.045170011039,12402.142857142857,6830.788788726406,23085.65857142857,11735.36692777588,14570.357142857143,7938.780526456986,23564.228666666666,13841.861555504858,13939.666666666666,8396.88322034384
2010-05-21,26551.94,10054,51,38,20214.13714285714,9821.644519589894,11789.142857142857,6819.906534759624,22448.99857142857,11243.571608999746,13634.142857142857,7613.967164233237,23541.97333333333,13836.317315451539,13833.133333333333,8426.158104106657
2010-05-22,0.0,0,0,0,20214.13714285714,9821.644519589894,11789.142857142857,6819.906534759624,22448.99857142857,11243.571608999748,13634.142857142857,7613.967164233237,22304.842999999997,14234.463918609676,13114.566666666668,8660.674878868924
2010-05-23,24917.13,13879,49,41,21151.342857142856,9927.300375603476,12200.285714285714,6851.153375266712,22598.949285714283,11262.851064504352,13785.214285714286,7594.965196441967,22594.304333333333,14194.97917561666,13237.166666666666,8644.025156274063
2010-05-24,35442.94,32761,71,61,22631.01857142857,11289.789731911787,14908.42857142857,10412.033292576154,22872.094999999998,11541.35590540832,15003.714285714286,9137.856325188099,23775.735666666667,13716.51035144235,14329.2,8977.053772891153
2010-05-25,21844.72,15001,58,50,21691.131428571425,10997.21813975156,13846.142857142857,9881.739462742566,22413.235000000004,11437.52737208308,14779.285714285714,9093.299201809336,23954.256999999998,13653.10928983126,14550.9,8906.14529160469
2010-05-26,34757.51,18883,94,63,24149.904285714285,11810.044147296621,15166.142857142857,9843.774418866156,22681.934285714287,11695.93192671754,14581.42857142857,8961.411433425028,23953.76366666667,13652.705179070696,14530.833333333334,8895.316400658048
2010-05-27,30581.63,17901,87,77,24870.838571428572,12060.078696931498,15497.0,9898.96548466892,21983.612142857142,10818.298237278113,13949.57142857143,8327.058079762397,23444.042333333335,13079.549424905634,14348.5,8762.941317530474
2010-05-28,21504.1,12623,58,43,24149.71857142857,12093.6740851811,15864.0,9709.341807420999,22181.927857142855,10779.398897968547,13826.57142857143,8333.483311910455,23093.783333333333,12982.533419834486,14124.1,8716.387108833249
2010-05-29,0.0,0,0,0,24149.71857142857,12093.6740851811,15864.0,9709.341807420999,22181.927857142855,10779.398897968547,13826.57142857143,8333.483311910455,22016.64933333333,13520.536845028444,13557.3,9068.409038696007
2010-05-30,10733.47,6220,32,30,22123.481428571427,13090.766873306065,14769.857142857143,10378.779479119421,21637.412142857145,11172.853458888756,13485.07142857143,8553.243365614504,21452.854666666666,13629.85116964755,13181.4,9132.965947976405
2010-05-31,0.0,0,0,0,17060.204285714284,13909.1821584051,10089.714285714286,8035.916038102214,19845.611428571432,12508.972485501905,12499.07142857143,9278.545679015779,21452.854666666666,13629.85116964755,13181.4,9132.965947976405
2010-06-01,15546.36,8283,46,33,16160.43857142857,13750.910123885633,9130.0,7747.599714320115,18925.785,12301.400759735101,11488.07142857143,8874.732797401548,21561.361,13567.21383854101,13247.733333333334,9088.327504166456
2010-06-02,16001.69,11803,45,37,13481.035714285712,11093.879041349535,8118.571428571428,6645.986429345714,18815.47,12321.63331378408,11642.357142857143,8858.95072452491,22094.750666666667,12992.692861813253,13641.166666666666,8744.011409129593
2010-06-03,29364.39,17578,66,51,13307.144285714283,10786.441056120462,8072.428571428572,6567.4042273727955,19088.99142857143,12523.127657895053,11784.714285714286,8942.79602145317,22355.06133333333,13059.565813345984,13854.4,8759.93330395016
2010-06-04,20297.33,8148,51,29,13134.74857142857,10642.277601662478,7433.142857142857,6261.2831067487205,18642.233571428573,12346.733068149331,11648.57142857143,8985.57664528836,22123.085333333333,13031.27565504004,13606.133333333333,8814.246409915746
2010-06-05,0.0,0,0,0,13134.74857142857,10642.277601662478,7433.142857142857,6261.2831067487205,18642.233571428573,12346.733068149331,11648.57142857143,8985.576645288362,20358.081,12275.960842535189,12570.633333333333,8512.028578199908
2010-06-06,25400.65,14074,68,62,15230.059999999998,11500.01684421952,8555.142857142857,6696.256128827281,18676.770714285714,12366.2966129815,11662.5,8989.45029336739,20022.596666666668,11982.89555906288,12267.733333333334,8280.713108278127
2010-06-07,48854.78,29423,103,81,22209.314285714285,15006.662183211442,12758.42857142857,9198.213537731888,19634.759285714284,14155.151868469573,11424.07142857143,8412.562030534003,21651.089333333333,12477.47565226371,13248.5,8516.687217173847
2010-06-08,51277.99,25805,77,60,27313.83285714285,18117.20930649707,15261.57142857143,10115.716235263862,21737.135714285716,16500.159738312417,12195.785714285714,9222.483756714191,22599.761666666665,13600.617592107032,13716.533333333333,8812.951224870929
2010-06-09,38095.62,25405,68,59,30470.10857142857,17738.599444966938,17204.714285714286,10633.775493120738,21975.572142857145,16725.366415733344,12661.642857142857,9736.651111272156,22815.652333333335,13798.682687660526,14039.966666666667,9062.836335669226
2010-06-10,17945.34,9673,63,55,28838.815714285713,18371.022749256383,16075.42857142857,11000.935276256329,21072.98,16565.407854095778,12073.92857142857,9643.954993548154,22471.538333333334,13786.72124655686,13757.633333333333,9062.539841466127
2010-06-11,32720.07,21372,79,64,30613.492857142857,18004.757079799518,17964.571428571428,10538.429529696583,21874.120714285713,16856.518612735523,12698.857142857143,9960.54306410389,22529.016666666666,13827.020541566128,13748.266666666666,9054.23954015878
2010-06-12,0.0,0,0,0,30613.492857142857,18004.757079799518,17964.571428571428,10538.429529696583,21874.120714285713,16856.518612735523,12698.857142857143,9960.54306410389,21183.745333333336,13994.820124224949,12856.7,9047.002533321796
2010-06-13,21394.49,11118,70,61,30041.184285714284,18259.934229234295,17542.285714285714,10776.840132343767,22635.62214285714,16552.58850768997,13048.714285714286,9800.20154760229,21272.639000000003,13987.14904381957,12749.133333333333,9047.880897769923
2010-06-14,23829.75,16057,57,48,26466.179999999997,16308.061048761543,15632.857142857143,9419.61587023893,24337.74714285714,15217.24669397821,14195.642857142857,9067.846666675037,22066.964,13401.820377278023,13284.366666666667,8737.29156520499
2010-06-15,30049.93,19486,51,41,23433.6,12440.248452853877,14730.142857142857,8544.442120048394,25373.716428571428,15065.63857140509,14995.857142857143,8999.998691086592,22456.738666666664,13460.105519900391,13567.2,8797.950985589065
2010-06-16,30934.36,18977,80,64,22410.562857142857,11273.265014625993,13811.857142857143,7485.824680211063,26440.335714285717,14878.516923806972,15508.285714285714,9008.451983712688,22651.710333333333,13541.608371080602,13739.633333333333,8853.271690145977
2010-06-17,23806.45,13194,73,60,23247.864285714284,11102.715842798489,14314.857142857143,7276.743466427163,26043.34,14868.640820935836,15195.142857142857,9007.168408953652,22497.794333333335,13499.91540300662,13431.533333333333,8699.658989485353
2010-06-18,18393.83,9566,49,43,21201.25857142857,10361.311030467179,12628.285714285714,6714.942161932233,25907.375714285714,14933.786686849326,15296.42857142857,8929.46496557484,22526.052,13490.076879677239,13428.966666666667,8700.826546085002
2010-06-19,0.0,0,0,0,21201.25857142857,10361.311030467179,12628.285714285714,6714.942161932233,25907.375714285714,14933.786686849326,15296.42857142857,8929.46496557484,21674.88233333333,14086.086394328522,12909.466666666667,9026.81704598078
2010-06-20,9006.58,4483,26,26,19431.557142857142,11334.979360898293,11680.42857142857,7397.278482819262,24736.370714285713,15604.280451688412,14611.357142857143,9386.671668727071,21090.037000000004,14240.006705191683,12723.766666666666,9144.126566699308
2010-06-21,20961.74,12059,44,40,19021.841428571428,11200.541899642507,11109.285714285714,7153.366147352945,22744.010714285716,13984.589273075084,13371.07142857143,8371.280147157766,21788.76166666667,13672.444289478377,13125.733333333334,8824.997469701046
2010-06-22,14303.85,6967,42,35,16772.40142857143,10148.346962761008,9320.857142857143,6213.208173683194,20103.000714285718,11441.465910315623,12025.5,7706.540596242806,21434.985666666667,13725.91149300617,12895.333333333334,8894.606832943415
2010-06-23,27579.37,16222,68,54,16293.11714285714,9421.209950591454,8927.285714285714,5551.638248129561,19351.84,10473.612275890873,11369.57142857143,6819.971708877543,21172.866666666665,13522.762707717038,12344.033333333333,8097.702822334899
2010-06-24,23763.0,11270,72,42,16286.91,9415.447335589863,8652.42857142857,5349.1238801988975,19767.387142857147,10528.780270062995,11483.642857142857,6802.745889114784,21236.809333333335,13530.582180394385,12219.666666666666,8084.128773280922
2010-06-25,16982.32,7994,42,34,16085.265714285712,9377.84402578376,8427.857142857143,5337.362751664623,18643.262142857144,9858.269427050853,10528.07142857143,6221.673883898319,20644.303,13305.40775514618,11856.7,8018.824632893742
2010-06-26,0.0,0,0,0,16085.265714285712,9377.84402578376,8427.857142857143,5337.362751664623,18643.262142857144,9858.269427050853,10528.07142857143,6221.673883898319,19624.91533333333,13683.925420364374,11260.0,8217.120797876625
2010-06-27,18706.920000000002,10851,55,52,17471.028571428567,8859.897105404061,9337.57142857143,5089.8806422529,18451.292857142857,9826.690717553518,10509.0,6220.13549196973,19531.676,13680.208716918216,11200.933333333332,8213.353294497316
2010-06-28,53307.12,34521,69,63,22091.797142857144,16297.067873161224,12546.42857142857,10879.360135246045,20556.81928571429,13528.5042636629,11827.857142857143,8877.003885209353,21308.58,14493.598849726004,12351.633333333333,8973.057920638117
2010-06-29,34088.840000000004,20885,70,56,24918.22428571429,16436.355087800395,14534.714285714286,10961.232073605071,20845.312857142857,13787.108786451656,11927.785714285714,8977.152445373336,22087.092333333334,14533.181382078648,12840.466666666667,9026.799110897826
2010-06-30,34038.5,21026,78,67,25840.957142857143,16788.1917457179,15221.0,11231.53738363542,21067.037142857145,13985.376550785197,12074.142857142857,9116.538874756417,23221.709,14070.71220841957,13541.333333333334,8809.08409005994
2010-07-01,29767.75,16470,84,79,26698.778571428575,16817.704389412997,15963.857142857143,11097.832632674594,21492.844285714287,14164.797920777839,12308.142857142857,9189.247687103934,23695.75533333333,14042.7443435248,13814.233333333334,8767.281848591596
2010-07-02,16556.57,8687,44,36,26637.957142857143,16859.41882346949,16062.857142857143,11017.688466409689,21361.61142857143,14204.174108002324,12245.357142857143,9212.39837315529,23714.251333333334,14032.6226504404,13710.366666666667,8810.283006465967
2010-07-03,0.0,0,0,0,26637.957142857143,16859.41882346949,16062.857142857143,11017.688466409689,21361.61142857143,14204.174108002324,12245.357142857143,9212.39837315529,22735.438333333335,14636.06770455687,13124.433333333332,9123.156485231577
2010-07-04,10376.29,5302,21,20,25447.86714285714,17781.386743061517,15270.142857142857,11637.372089215722,21459.44785714286,14116.97773530764,12303.857142857143,9161.77593514021,22404.737000000005,14804.1736098456,13029.566666666668,9191.23106715771
2010-07-05,32478.98,16620,85,65,22472.41857142857,13591.613872047998,12712.857142857143,8144.724436275117,22282.10785714286,14418.111974466301,12629.642857142857,9233.213555146713,23487.36966666667,14287.803406256107,13583.566666666668,8874.211478067855
2010-07-06,23128.27,11949,58,47,20906.622857142855,12627.474586783257,11436.285714285714,7307.659605151416,22912.42357142857,14234.212872103702,12985.5,9093.124594143386,23411.62366666667,14283.333241736176,13512.733333333334,8878.641581921745
2010-07-07,30973.920000000002,14669,77,56,20468.825714285715,12140.025375718746,10528.142857142857,6233.32563534028,23154.89142857143,14348.280185296308,12874.57142857143,9060.017241572024,22815.594999999998,13538.669092163684,13020.933333333332,8360.461882692489
2010-07-08,19324.37,11744,69,58,18976.914285714283,11427.601707956705,9853.0,5717.0506382224585,22837.846428571433,14382.80685272608,12908.42857142857,9054.443683494992,21750.47433333333,12434.12646108022,12552.233333333334,8005.666465970701
2010-07-09,36925.06,14068,30,23,21886.69857142857,13169.095392675263,10621.714285714286,5893.191345790077,24262.32785714286,14741.3626919506,13342.285714285714,8945.717088069583,21711.45566666667,12382.796901839436,12174.333333333334,7637.136709948094
2010-07-10,0.0,0,0,0,21886.69857142857,13169.095392675263,10621.714285714286,5893.191345790077,24262.32785714286,14741.3626919506,13342.285714285714,8945.717088069583,21113.27766666667,12989.578430968691,11851.9,7944.394429515955
2010-07-11,7784.95,5806,28,24,21516.507142857143,13576.701588888358,10693.714285714286,5819.989711167457,23482.187142857147,15335.03232499886,12981.92857142857,9153.003714328177,20282.107,13019.013464957263,11333.033333333333,7808.334642892959
2010-07-12,19294.98,9713,49,38,19633.07857142857,12687.84986788203,9707.0,5200.310631747538,21052.74857142857,12717.333695590944,11209.92857142857,6747.658972554116,20925.272999999997,12446.502509248876,11656.8,7518.195685961746
2010-07-13,20513.35,10040,55,38,19259.518571428573,12606.022970323116,9434.285714285714,5112.45370685757,20083.070714285714,12151.875167919521,10435.285714285714,6147.309886052988,20895.90166666667,12446.396726012581,11620.866666666667,7523.434023027688
2010-07-14,23286.03,13379,61,47,18161.24857142857,11719.023745419838,9250.0,4911.6172828644885,19315.037142857145,11525.66232022692,9889.07142857143,5432.011731950138,20877.777666666665,12442.37246670054,11531.6,7484.771719735461
2010-07-15,56205.2,27807,78,62,23429.938571428567,18599.681152748675,11544.714285714286,8621.930598079243,21203.426428571427,15009.310718529441,10698.857142857143,7082.756806358803,21749.620000000003,13934.157317194202,11808.966666666667,7930.605536228894
2010-07-16,22351.3,14307,67,56,21347.972857142853,17627.591648942205,11578.857142857143,8634.052880476063,21617.335714285717,14951.095029880527,11100.285714285714,7119.128451719907,21463.518,13826.771138518236,11653.3,7830.253279692678
2010-07-17,0.0,0,0,0,21347.972857142853,17627.591648942205,11578.857142857143,8634.052880476063,21617.335714285717,14951.095029880527,11100.285714285714,7119.128451719907,20669.969666666664,14360.518323720533,11213.5,8106.396047523855
2010-07-18,14943.89,9629,40,37,22370.67857142857,16902.303212987892,12125.0,8323.354431958302,21943.592857142856,14735.205645840899,11409.357142857143,6939.7022836512415,20554.971666666668,14393.150369986464,11215.6,8105.962686557476
2010-07-19,30179.36,18526,58,54,23925.589999999997,17071.996858981278,13384.0,8560.849490558745,21779.334285714285,14621.105546996456,11545.5,7067.310442071676,21560.950333333334,13954.955550229908,11833.133333333333,7925.741874264598
2010-07-20,24510.45,12081,57,48,24496.604285714282,17005.56153497521,13675.57142857143,8462.163235192733,21878.06142857143,14635.574055689853,11554.92857142857,7067.9781840276,22077.746,13759.708483332535,12086.4,7803.219497370169
2010-07-21,21774.39,13164,54,42,24280.65571428571,17033.072059655842,13644.857142857143,8463.809099701528,21220.95214285714,14400.404297852809,11447.42857142857,7028.305329323547,22104.834333333336,13758.235516101673,12123.233333333334,7805.693261236043
2010-07-22,25735.98,13920,78,57,19927.91,9925.303831537505,11661.0,5799.080041983661,21678.924285714285,14437.354022429074,11602.857142857143,7059.360549131722,22485.905333333336,13692.882243695372,12355.0,7750.343098078372
2010-07-23,25333.05,13311,47,37,20353.874285714286,10108.92787926074,11518.714285714286,5735.204783158296,20850.92357142857,13814.689153087727,11548.785714285714,7041.903798291736,22411.028,13670.192027562372,12257.966666666667,7718.416196672572
2010-07-24,0.0,0,0,0,20353.874285714286,10108.92787926074,11518.714285714286,5735.204783158296,20850.92357142857,13814.689153087727,11548.785714285714,7041.903798291736,21618.928,14264.682729070793,11882.3,8035.894504851559
2010-07-25,16990.21,11520,53,50,20646.205714285712,9954.81994659681,11788.857142857143,5675.584916363866,21508.44214285714,13356.433447421596,11956.92857142857,6846.326532857272,21619.191000000003,14264.594367938978,11999.833333333334,8002.780499919081
2010-07-26,23710.82,14992,61,47,19722.128571428566,9193.512578065436,11284.0,5104.906953118723,21823.859285714283,13352.281019741351,12334.0,6858.595471826125,22409.55166666667,13669.909460197612,12499.566666666668,7689.5707143678965
2010-07-27,28184.87,14308,70,56,20247.045714285712,9608.028287789419,11602.142857142857,5230.699648185097,22371.825,13451.40999865454,12638.857142857143,6843.623779808502,22725.483333333334,13690.89396706143,12614.8,7689.916668756159
2010-07-28,23234.12,13361,64,59,20455.57857142857,9662.389939239363,11630.285714285714,5241.023268862847,22368.11714285714,13451.145766996608,12637.57142857143,6843.47572188606,21723.05,12416.136307401985,11909.466666666667,6487.813763501932
2010-07-29,33711.95,13753,69,58,21595.002857142856,10792.986969268068,11606.42857142857,5229.230180984021,20761.45642857143,9998.955861961542,11633.714285714286,5304.972187682787,21710.487,12403.376916892317,11671.733333333334,6274.752359082879
2010-07-30,15803.31,8434,50,36,20233.611428571425,10843.803220192045,10909.714285714286,5288.823962353235,20293.742857142857,10071.748637114686,11214.214285714286,5309.523231943658,21102.647333333334,12223.916316262084,11252.0,6044.371357175893
2010-07-31,0.0,0,0,0,20233.611428571425,10843.803220192045,10909.714285714286,5288.823962353235,20293.742857142857,10071.748637114686,11214.214285714286,5309.523231943658,20110.389000000003,12695.370043025945,10703.0,6296.787024156548
2010-08-01,30432.7,9674,30,26,22153.967142857142,11352.061501806196,10646.0,5299.334517968573,21400.086428571427,10287.270509259772,11217.42857142857,5308.503276156756,20572.926666666663,12813.654405460653,10735.9,6288.463412718843
2010-08-02,26839.9,11860,62,49,22600.978571428568,11484.418744881294,10198.57142857143,4994.704057203739,21161.553571428572,10105.14912619272,10741.285714285714,4884.56284838062,21467.59,12252.402165857231,11131.233333333334,5954.174975035029
2010-08-03,25172.09,16312,56,46,22170.581428571426,11295.170959564128,10484.857142857143,5316.566888151634,21208.81357142857,10123.546548148626,11043.5,5099.968020261724,21960.78333333333,12087.224091379969,11498.233333333334,5921.711953558666
2010-08-04,20321.57,11728,52,47,21754.502857142856,11303.105777923325,10251.57142857143,5203.965662746776,21105.040714285715,10124.749160953937,10940.92857142857,5068.382285750106,21555.536333333333,11925.134866764405,11335.166666666666,5842.637802269263
2010-08-05,24249.43,16823,54,48,20402.714285714283,10140.792163686969,10690.142857142857,5657.808893572701,20998.858571428573,10080.143591341292,11148.285714285714,5255.56428103471,21592.90833333333,11931.988414276751,11497.633333333333,5927.445629316712
2010-08-06,15091.31,9918,45,31,20300.999999999996,10198.023251052127,10902.142857142857,5586.534776542941,20267.305714285718,10112.986218460124,10905.92857142857,5226.311973146965,21063.488,11853.49781397598,11339.266666666666,5903.2107390711635
2010-08-07,0.0,0,0,0,20300.999999999996,10198.023251052127,10902.142857142857,5586.534776542941,20267.305714285718,10112.986218460124,10905.92857142857,5226.311973146965,20419.342333333334,12460.773193013129,10947.8,6254.3964917378025
2010-08-08,13962.51,8120,44,41,17948.115714285712,9334.262412659877,10680.142857142857,5673.670488275088,20051.04142857143,10220.261484733932,10663.07142857143,5274.357262545553,19653.924,12112.306650964128,10749.533333333333,6246.345975894609
2010-08-09,31463.27,100214,51,41,18608.59714285714,10192.420764886536,23302.14285714286,34382.30781680491,20604.787857142856,10635.393641721568,16750.35714285714,24563.111023857087,20702.699666666667,11707.229143277365,14090.0,17305.635026059357
2010-08-10,34722.61,20046,44,32,19972.95714285714,11739.280718298869,23835.571428571428,34284.61047300544,21071.769285714287,11126.036776190575,17160.214285714286,24567.094775731628,21600.621666666666,11715.328779504056,14564.666666666666,17265.82745419868
2010-08-11,20382.05,8188,44,34,19981.597142857143,11739.602308656951,23329.85714285714,34518.280347416745,20868.05,11109.496827576757,16790.714285714286,24667.32979665013,21636.857333333333,11709.63126521243,14513.833333333334,17282.840623165714
2010-08-12,28438.45,18209,80,56,20580.028571428567,12094.810842674671,23527.85714285714,34478.688173172384,20491.37142857143,10723.19818613532,17109.0,24653.86319548193,21901.02733333333,11772.636723172898,14786.133333333333,17274.273749359658
2010-08-13,36713.13,18150,54,34,23668.859999999997,13172.392018345286,24703.85714285714,34075.142290867356,21984.93,11451.463533313092,17803.0,24527.306239875088,22348.597333333335,12078.371768739153,14945.166666666666,17282.832123603
2010-08-14,0.0,0,0,0,23668.859999999997,13172.392018345286,24703.85714285714,34075.142290867356,21984.93,11451.463533313092,17803.0,24527.306239875088,20475.090666666667,10952.269981480575,14018.266666666666,17314.88221938759
